regionID,constellationID,solarSystemID,solarSystemName,x,y,z,xMin,xMax,yMin,yMax,zMin,zMax,luminosity,border,fringe,corridor,hub,international,regional,constellation,security,factionID,radius,sunTypeID,securityClass
10000001,20000002,30000011,Shenela,-6.95754633348552e+16,5.71223254405147e+16,-8.06598352028446e+16,-6.95756365498846e+16,-6.95743144019683e+16,5.7122244402671e+16,5.71223376583145e+16,8.06578056394711e+16,8.06603967917197e+16,0.0138,1,0,1,0,0,0,0,0.456959,500007,1295576124296.0,3800,B1
10000001,20000002,30000012,Asabona,-8.87870782997732e+16,5.75303545139837e+16,-9.63090751039115e+16,-8.87913973900073e+16,-8.87862019096934e+16,5.75302555262732e+16,5.75308421921695e+16,9.63073906313018e+16,9.63135415347611e+16,0.7113,1,0,1,0,0,0,0,0.322884,500007,3075451729664.0,3799,B2
10000001,20000002,30000013,Onsooh,-8.17787426283621e+16,6.02526936619569e+16,-8.66354266261767e+16,-8.1778794870618e+16,-8.17751516496028e+16,6.02525360299999e+16,6.02526959634833e+16,8.66291073672426e+16,8.66360443385689e+16,0.9844,0,0,0,1,0,0,0,0.442817,500007,3468485663152.0,6,B2
10000001,20000002,30000014,Shamahi,-7.77507097384211e+16,7.17225334351103e+16,-8.79220108900039e+16,-7.77523753135062e+16,-7.77482205959169e+16,7.17225052549694e+16,7.17225752403304e+16,8.79194614163161e+16,8.79282376399524e+16,0.569,1,0,0,1,0,0,0,0.355242,500007,4388111818136.0,3797,B2
10000001,20000002,30000015,Sendaya,-7.50358854752398e+16,4.7720998612e+16,-9.51724082940452e+16,-7.50363029440889e+16,-7.5034909947497e+16,4.77209390426471e+16,4.77210241070192e+16,9.51698890072834e+16,9.51755592790529e+16,0.08104,1,0,0,1,0,0,0,0.293933,500007,2835135884784.0,3798,B2
10000001,20000002,30000016,Nazhgete,-8.36311552966969e+16,6.37237853971603e+16,-8.98137899485139e+16,-8.363155214216e+16,-8.36287902243783e+16,6.37237718711637e+16,6.37238648083419e+16,8.98136168926928e+16,8.9816445093532e+16,0.01396,0,1,0,0,0,0,0,0.391497,500007,1414100419584.0,3800,B2
10000001,20000003,30000017,Futzchag,-6.40985839685295e+16,4.12719734655652e+16,-1.01139230377519e+17,-6.41008834670618e+16,-6.40926175153369e+16,4.12716184321998e+16,4.127289932877e+16,1.01138522286681e+17,1.01143066585587e+17,0.7871,0,0,0,1,0,0,0,0.172229,500007,4132975862416.0,3801,B3
10000001,20000003,30000018,Kazna,-7.01424246912463e+16,3.84885821531904e+16,-9.67204101069244e+16,-7.0146352582011e+16,-7.01413403425532e+16,3.84884137272235e+16,3.84891922496843e+16,9.67172922947774e+16,9.6720853302116e+16,1.501,1,0,0,1,0,0,0,0.231263,500007,2506119728892.0,3799,B3
10000001,20000003,30000019,Podion,-5.87098578016163e+16,2.60445093863922e+16,-1.01528995159068e+17,-5.87103673819591e+16,-5.87093807567528e+16,2.60444170151287e+16,2.60445958612703e+16,1.01527134943693e+17,1.01532375865627e+17,0.07842,0,1,0,0,0,0,0,0.109705,500007,2620460967184.0,3798,B3
10000001,20000003,30000020,Lilmad,-7.28553803199239e+16,5.29099261144358e+16,-1.0816527393548e+17,-7.28581066760962e+16,-7.28475715903503e+16,5.29085242131097e+16,5.29104180670278e+16,1.0816442869067e+17,1.08170125189104e+17,1.172,0,1,0,0,0,0,0,0.160449,500007,5267542872992.0,3797,B3
10000001,20000003,30000021,Kuharah,-7.43798108537478e+16,3.25389695310869e+16,-1.00531188490154e+17,-7.4384595923122e+16,-7.43777228565049e+16,3.25386444114696e+16,3.25391112947723e+16,1.00529648275429e+17,1.00540345633738e+17,2.566,0,0,1,0,0,0,0,0.189705,500007,5348679154648.0,9,B3
10000001,20000003,30000022,Jayneleb,-6.08394279541966e+16,3.30317909502893e+16,-1.05458726104477e+17,-6.08465898783129e+16,-6.0834801964736e+16,3.30311481230226e+16,3.30322070635663e+16,1.0545477342107e+17,1.05462448629452e+17,0.1426,0,0,1,0,0,0,0,0.11384,500007,5893956788464.0,7,B3
10000001,20000004,30000023,Fovihi,-8.15533441122512e+16,5.04512574116074e+16,-5.11546338809837e+16,-8.15547193634909e+16,-8.15532236322035e+16,5.04511045402088e+16,5.04512708564711e+16,5.11500137929305e+16,5.11559523614288e+16,1.08,1,0,0,1,0,0,0,0.869394,500007,2969284249148.0,9,B
10000001,20000004,30000024,Kiereend,-7.74790809111428e+16,5.11341797154669e+16,-4.78852334824982e+16,-7.74797362824015e+16,-7.74788741012517e+16,5.11341471108805e+16,5.11342830021628e+16,4.78846048395632e+16,4.78875302008251e+16,0.01944,0,0,0,1,0,0,0,0.840835,500007,1462680630932.0,7,B
10000001,20000004,30000025,Rashy,-7.41810587708783e+16,5.09987901588997e+16,-4.42919303109199e+16,-7.41832737218313e+16,-7.41803757684945e+16,5.09985740813602e+16,5.0998856788276e+16,4.42873026614176e+16,4.42933925276868e+16,0.1276,0,0,0,1,0,0,0,0.803266,500007,3044933134604.0,7,B
10000001,20000004,30000026,Ordize,-6.6874602332344e+16,4.73055394392106e+16,-4.16044513798551e+16,-6.68794085871079e+16,-6.6872843811045e+16,4.73051742336246e+16,4.7305673060244e+16,4.16007082749425e+16,4.16101868732579e+16,0.2079,0,0,0,1,0,0,0,0.695564,500007,4739299157720.0,3798,B1
10000001,20000004,30000027,Psasa,-7.21838857853403e+16,4.29844098654126e+16,-4.50812039936184e+16,-7.21874755004353e+16,-7.21835145691662e+16,4.29843824070788e+16,4.29844127156803e+16,4.5079304931331e+16,4.50814267888267e+16,0.4201,0,0,0,1,0,0,0,0.749913,500007,1980465634544.0,8,B1
10000001,20000004,30000028,Eshtah,-7.1223584228662e+16,5.07527859411889e+16,-4.6482687207261e+16,-7.12270430488659e+16,-7.12170099365675e+16,5.07514954597456e+16,5.0753463796187e+16,4.64823409435804e+16,4.64842460183526e+16,0.1457,1,0,0,1,0,0,0,0.768433,500007,5016556149184.0,7,B
10000001,20000004,30000029,Lachailes,-6.14187009632582e+16,3.95082267566463e+16,-3.63463751329509e+16,-6.14204752515853e+16,-6.14187006636582e+16,3.95082264570463e+16,3.95082809784088e+16,3.6346248678604e+16,3.6347841445812e+16,0.1283,0,0,1,0,0,0,0,0.573051,500007,887293963556.0,6,B1
10000001,20000004,30000030,Kasrasi,-5.9932279484658e+16,4.32334111971293e+16,-4.15647245053966e+16,-5.99324022138034e+16,-5.99304893930748e+16,4.3233081024525e+16,4.32334338340587e+16,4.15627131431216e+16,4.15653601176747e+16,0.1629,1,0,0,1,0,0,0,0.573076,500007,1323487276548.0,6,B1
10000001,20000005,30000031,Mohas,-8.09313683913977e+16,2.66124516712007e+16,-2.61741709307935e+16,-8.09318371395518e+16,-8.09302140517284e+16,2.66123827053414e+16,2.66126209239564e+16,2.61732343485554e+16,2.61758016546559e+16,0.01956,0,0,1,0,0,0,0,0.681783,500007,1283653050240.0,7,B1
10000001,20000005,30000032,Hasiari,-8.78957102276095e+16,3.90624663821354e+16,-2.68005754625334e+16,-8.78977135319945e+16,-8.78941263567625e+16,3.9062449183065e+16,3.90624881364582e+16,2.68004511800376e+16,2.68022519125189e+16,0.07863,1,0,0,1,0,0,0,0.798188,500007,1793587616000.0,3797,B
10000001,20000005,30000033,Radima,-8.66697094477018e+16,3.02538914921902e+16,-2.31092186396052e+16,-8.66712254678684e+16,-8.66638063537756e+16,3.02531695976076e+16,3.02540781469264e+16,2.31086742163472e+16,2.3111736228151e+16,0.4925,0,0,1,0,0,0,0,0.75392,500007,3709557046400.0,3797,B
10000001,20000005,30000034,Alkez,-8.06056448031638e+16,3.65895803365393e+16,-2.24090232773571e+16,-8.06091637979271e+16,-8.06053297285135e+16,3.65895375726635e+16,3.65900579455383e+16,2.24063135596137e+16,2.24092515347188e+16,0.06291,0,1,0,0,0,0,0,0.782123,500007,1917034706800.0,7,B
10000001,20000005,30000035,Nimambal,-7.89729291083951e+16,2.20216957337664e+16,-3.04376977447003e+16,-7.8974131949151e+16,-7.8969435655036e+16,2.20210570887133e+16,2.20219156274836e+16,3.0436115280282e+16,3.04384667108694e+16,0.1721,1,0,0,1,0,0,0,0.594051,500007,2348147057528.0,6,B1
10000001,20000005,30000036,Yishinoon,-6.9082798590932e+16,1.51946413719526e+16,-2.87808774009534e+16,-6.90895336131376e+16,-6.90817697661909e+16,1.51946143620481e+16,1.51948181875519e+16,2.87801996061848e+16,2.87852662890613e+16,2.257,0,0,1,0,0,0,0,0.424718,500007,3881923473336.0,3801,B2
10000001,20000005,30000037,Uplingur,-6.6223420001743e+16,1.63260506637112e+16,-2.57304070269525e+16,-6.62290633663686e+16,-6.62231319663362e+16,1.63249424008319e+16,1.63261072296971e+16,2.57225124973119e+16,2.57304635031325e+16,1.063,1,0,1,0,1,1,0,0.422069,500007,3975502910314.0,6,B2
10000001,20000006,30000038,Dooz,-6.21272775923776e+16,4.87599512304121e+16,-7.70618751587521e+16,-6.21277541659129e+16,-6.21260399069922e+16,4.87599322200768e+16,4.87600006004261e+16,7.70605529955714e+16,7.70622189789779e+16,0.03159,1,0,0,1,0,0,0,0.423729,500007,857129460388.0,3798,B2
10000001,20000006,30000039,Bayuka,-5.97793567658739e+16,3.91231189512903e+16,-7.32242737785755e+16,-5.97841397926472e+16,-5.97775516773117e+16,3.91229866934618e+16,3.91234710268207e+16,7.32212806843576e+16,7.32261844815351e+16,1.563,0,0,0,1,0,0,0,0.400722,500007,3294057667732.0,10,B2
10000001,20000006,30000040,Uzistoon,-5.78930842937134e+16,4.58330218799978e+16,-7.48380235690044e+16,-5.78943154905185e+16,-5.78901085168211e+16,4.58329827962846e+16,4.58331157213234e+16,7.48367212128219e+16,7.48380924294325e+16,0.02003,0,0,0,1,0,0,0,0.390646,500007,2103486848724.0,7,B2
10000001,20000006,30000041,Bairshir,-5.95005366386288e+16,3.06020002150195e+16,-7.04504992476015e+16,-5.95006124999432e+16,-5.94993295782069e+16,3.06019111065466e+16,3.06020058742798e+16,7.04504592390843e+16,7.04546799968371e+16,0.03449,0,0,1,0,0,0,0,0.364088,500007,2110378876364.0,3800,B2
10000001,20000006,30000042,Moh,-6.26740591678738e+16,3.37682902063152e+16,-6.42457573257148e+16,-6.26784506374713e+16,-6.26685576307686e+16,3.37676951271645e+16,3.37690330366782e+16,6.4240003985703e+16,6.42457581369148e+16,4.216,0,1,0,0,0,0,0,0.472835,500007,4946503351372.0,3796,B1
10000001,20000006,30000043,Sari,-6.27794236677204e+16,5.20394343065736e+16,-8.18461458923476e+16,-6.2780160458622e+16,-6.27776089238755e+16,5.20394337378636e+16,5.20394346158736e+16,8.18429093517846e+16,8.18477621557405e+16,0.08784,1,0,0,1,0,0,0,0.379343,500007,2426401977928.0,3798,B2
10000001,20000007,30000044,Faspera,-8.72757870618377e+16,2.44225023492625e+16,-1.07306739389601e+17,-8.7276213213681e+16,-8.72745272375053e+16,2.4422435839313e+16,2.44226989654536e+16,1.07306166498738e+17,1.07307560883618e+17,0.1176,0,0,1,0,0,0,0,0.128258,500007,842988087840.0,3796,B3
10000001,20000007,30000045,Jaymass,-8.28879537533331e+16,3.22770609137277e+16,-9.96303963204919e+16,-8.28900939493455e+16,-8.28831582213441e+16,3.22766666268179e+16,3.22779441475275e+16,9.96281465433669e+16,9.96306596214897e+16,0.4019,0,0,0,1,0,0,0,0.216311,500007,3467864000712.0,6,B3
10000001,20000007,30000046,Mifrata,-7.8639929616778e+16,4.26404601128166e+16,-9.45495718243563e+16,-7.86442278515768e+16,-7.86393648556744e+16,4.26403849979434e+16,4.26410317868602e+16,9.45481786950591e+16,9.45523482171083e+16,0.07162,1,0,0,1,0,0,0,0.303803,500007,2431497951200.0,8,B2
10000001,20000007,30000047,Majamar,-7.33814671362281e+16,3.39740769857685e+16,-8.41248352828522e+16,-7.33880436637519e+16,-7.33813232304171e+16,3.39740511030636e+16,3.39752598270721e+16,8.41158367221905e+16,8.41284994878457e+16,2.674,0,0,1,0,0,0,0,0.369186,500007,6331382827616.0,9,B2
10000001,20000007,30000048,Ihal,-8.48113598184454e+16,4.71687564307616e+16,-8.40600804772257e+16,-8.48197797634853e+16,-8.48106322378961e+16,4.71686316414784e+16,4.71687672199031e+16,8.40543453291024e+16,8.40637038072748e+16,1.209,1,0,0,1,0,0,0,0.492701,500007,4679239086184.0,3797,B1
10000001,20000007,30000049,Camal,-8.93930676320562e+16,4.03234434840503e+16,-1.03505841227187e+17,-8.9394413093218e+16,-8.93912072347015e+16,4.03232950412311e+16,4.03236487493271e+16,1.03505479236014e+17,1.03506820401805e+17,0.03307,0,1,0,0,0,0,0,0.212977,500007,1602929258280.0,3798,B3
10000001,20000007,30000050,Fera,-7.42992241526389e+16,3.93827458202371e+16,-7.89993327663872e+16,-7.4299523844776e+16,-7.42987846386249e+16,3.93827349251627e+16,3.93827618013169e+16,7.89993326841872e+16,7.90002145582991e+16,0.01737,0,1,0,0,0,0,0,0.477246,500007,440937055952.0,3799,B1
10000001,20000008,30000051,Juddi,-8.16960298037552e+16,4.33124749265828e+16,-7.19581782824363e+16,-8.16988364142325e+16,-8.16954123269395e+16,4.33121652826718e+16,4.33125430509614e+16,7.19563311435222e+16,7.19636594080426e+16,0.3352,1,0,0,1,0,0,0,0.649137,500007,3664132260188.0,6,B1
10000001,20000008,30000052,Maspah,-8.42981695227803e+16,4.0933231824812e+16,-5.76655044778695e+16,-8.43010203309976e+16,-8.42963834758599e+16,4.09329230051746e+16,4.09334233106721e+16,5.7663249585874e+16,5.76663077031661e+16,0.2775,1,0,0,1,0,0,0,0.799901,500007,2318427568856.0,3799,B
10000001,20000008,30000053,Ibaria,-8.50008275831593e+16,4.31331013614651e+16,-6.68611687634074e+16,-8.50015959563039e+16,-8.50008275046593e+16,4.31329870926576e+16,4.31331014399651e+16,6.68609177863383e+16,6.68613000270792e+16,0.01782,0,0,1,0,0,0,0,0.730979,500007,384225822320.0,3799,B1
10000001,20000008,30000054,Shala,-8.50396054269296e+16,3.32538503855706e+16,-5.78339243559806e+16,-8.50415717830525e+16,-8.50370234154539e+16,3.32534736194146e+16,3.32541373155528e+16,5.78308021561258e+16,5.78377456628331e+16,0.1749,0,0,1,0,0,0,0,0.715564,500007,3471753353664.0,3797,B1
10000001,20000008,30000055,Zemalu,-7.83530059426233e+16,3.77083035998703e+16,-5.84418853183651e+16,-7.83532381457747e+16,-7.83520338218194e+16,3.77082701490918e+16,3.77084436393627e+16,5.84402476197623e+16,5.84427975665726e+16,0.04283,0,0,1,0,0,0,0,0.725159,500007,1274973405164.0,3802,B1
10000001,20000008,30000056,Khankenirdia,-7.64479845926271e+16,4.23233960707872e+16,-7.14953454787194e+16,-7.64505271620857e+16,-7.64439647773509e+16,4.23231356622208e+16,4.23238077792788e+16,7.14923053711941e+16,7.14987172178798e+16,0.05294,0,1,0,0,0,0,0,0.613596,500007,3281192367384.0,7,B1
10000001,20000009,30000057,Nikh,-8.57144326050021e+16,6.64851805809432e+16,-6.10247758950023e+16,-8.57170707648772e+16,-8.57089392781677e+16,6.64843504242899e+16,6.64855807114353e+16,6.10195158966029e+16,6.10287131314102e+16,0.1239,1,0,0,1,0,0,0,0.774198,500007,4598617403668.0,7,B
10000001,20000009,30000058,Amphar,-8.15062604088121e+16,7.19420585694519e+16,-6.00772641849292e+16,-8.15065748011118e+16,-8.15040551696502e+16,7.19420399922159e+16,7.19421897746073e+16,6.0075146847528e+16,6.00778659728227e+16,0.01216,1,0,0,1,0,0,0,0.702187,500007,1359562647344.0,3800,B1
10000001,20000009,30000059,Salashayama,-7.84621444958397e+16,7.57217449393156e+16,-5.35018742007935e+16,-7.84625137987886e+16,-7.84617889222276e+16,7.57216769974531e+16,7.57218155056189e+16,5.34992646003244e+16,5.35032184778326e+16,0.01616,0,0,1,0,0,0,0,0.665586,500007,1976938754072.0,3800,B1
10000001,20000009,30000060,Janus,-6.70197231344477e+16,7.51455064775403e+16,-5.67517054350979e+16,-6.7020806444739e+16,-6.70157259824056e+16,7.51451411278207e+16,7.51456052430001e+16,5.67510476259216e+16,5.67529129573644e+16,0.07187,0,0,0,1,0,0,0,0.545571,500007,2540231166708.0,8,B1
10000001,20000009,30000061,Agha,-8.55291288051228e+16,6.8585914092815e+16,-6.46907203926127e+16,-8.55291791631557e+16,-8.55262926042552e+16,6.8585765978457e+16,6.85859167375034e+16,6.46901225744398e+16,6.46919698067738e+16,0.01005,0,1,0,0,0,0,0,0.718783,500007,1443279450256.0,3800,B1
10000001,20000009,30000062,Iosantin,-6.04263493825866e+16,7.52802170782753e+16,-5.93838021602359e+16,-6.04264346097112e+16,-6.04245837995335e+16,7.52802129781179e+16,7.52803020139385e+16,5.93837402325538e+16,5.93857366569273e+16,0.01804,0,0,0,1,0,0,0,0.450343,500007,998212186708.0,3800,B1
10000001,20000009,30000063,Orva,-5.88313337562485e+16,6.50717915302942e+16,-5.85355414253823e+16,-5.88371131581151e+16,-5.88302062568825e+16,6.5071519567848e+16,6.50718447424885e+16,5.85353317541395e+16,5.85378221793141e+16,0.5037,0,0,0,1,0,0,0,0.50995,500007,3453450616288.0,3797,B1
10000001,20000009,30000064,Zet,-6.18991129088736e+16,6.33902506916811e+16,-5.77789872380622e+16,-6.19012897186578e+16,-6.18971854187203e+16,6.33899012668809e+16,6.33906480388004e+16,5.77778361938873e+16,5.77851213937014e+16,0.144,1,0,0,1,0,0,0,0.569698,500007,3642599907084.0,7,B1
10000001,20000009,30000065,Akhrad,-5.54678100921198e+16,7.50419475020681e+16,-6.5667847016388e+16,-5.54682434222073e+16,-5.54620555555035e+16,7.5041723516595e+16,7.50419643777034e+16,6.56652326253212e+16,6.56694394460574e+16,0.3348,1,0,0,1,0,0,0,0.358477,500007,3093933351904.0,6,B2
10000001,20000009,30000066,Pirohdim,-6.60537053217881e+16,6.00166941527125e+16,-6.08303349138e+16,-6.60581461590921e+16,-6.60505264604053e+16,6.00162686344987e+16,6.00172850840225e+16,6.08215556167881e+16,6.08353244982048e+16,0.6256,0,0,1,0,0,0,0,0.628696,500007,6884440708384.0,3802,B1
10000001,20000009,30000067,Sharir,-6.09415480924069e+16,7.79956778516337e+16,-6.56721581177466e+16,-6.09418110700283e+16,-6.09395303062887e+16,7.79956612235045e+16,7.79958059251914e+16,6.5666796126326e+16,6.56734461386199e+16,0.5506,0,0,1,0,0,0,0,0.396849,500007,3325006146924.0,3797,B2
10000001,20000009,30000068,Usroh,-8.35118643202341e+16,7.86319578798319e+16,-6.37397620084527e+16,-8.35145642132952e+16,-8.35117097283142e+16,7.86318716906281e+16,7.86319628166506e+16,6.37393935932471e+16,6.37408491723339e+16,0.02819,0,0,1,0,0,0,0,0.597458,500007,1427242490504.0,8,B1
10000001,20000009,30000069,Thiarer,-6.00382546012184e+16,5.69603196351128e+16,-6.15744045628718e+16,-6.00385447028837e+16,-6.00356834413808e+16,5.6960262958223e+16,5.69608219179525e+16,6.15731380753032e+16,6.15752159355339e+16,0.09048,0,0,0,1,0,0,0,0.542033,500007,1430630751424.0,3798,B1
10000001,20000010,30000070,Gomati,-1.02466093278155e+17,6.17391229871267e+16,-9.28053413210599e+16,-1.02466997652635e+17,-1.02463095995085e+17,6.17390171367006e+16,6.17391549259111e+16,9.28048098021768e+16,9.28064645542559e+16,0.02424,1,0,0,1,0,0,0,0.387421,500007,1950828774872.0,7,B2
10000001,20000010,30000071,Jangar,-1.03711104103329e+17,7.16360023896705e+16,-8.16962063677692e+16,-1.03712212483082e+17,-1.03709545781841e+17,7.1635753963322e+16,7.1636179085631e+16,8.16961207036625e+16,8.16978872209573e+16,0.1145,0,1,0,0,0,0,0,0.527329,500007,1333350620600.0,3799,B1
10000001,20000010,30000072,Nakah,-1.15776531141552e+17,8.17769673427023e+16,-9.82266692740087e+16,-1.15777068819748e+17,-1.15775777870922e+17,8.17768813473792e+16,8.17770287278789e+16,9.82262523952964e+16,9.82269929749398e+16,0.01538,1,0,0,1,1,1,0,0.363864,500007,645474412840.0,3799,B2
10000001,20000010,30000073,Irshah,-9.53234439861444e+16,6.08972023736333e+16,-8.94544015123411e+16,-9.53288100843566e+16,-9.53217853944053e+16,6.08969286899346e+16,6.08980878368836e+16,8.94502678211384e+16,8.94562518653513e+16,0.15,1,0,0,1,0,0,0,0.429507,500007,3512344975656.0,7,B2
10000001,20000010,30000074,Hasateem,-1.09124883950156e+17,6.86474735240968e+16,-9.18229839921105e+16,-1.09128258957788e+17,-1.09124080116432e+17,6.86474635322108e+16,6.86475155081007e+16,9.18209368278151e+16,9.18238160805817e+16,0.0101,0,0,0,1,0,0,0,0.426496,500007,2089420678352.0,3800,B2
10000001,20000010,30000075,Assah,-1.15655018402866e+17,7.41121459866317e+16,-1.0318839407144e+17,-1.156566810422e+17,-1.15652666421537e+17,7.41118873916176e+16,7.41123274387537e+16,1.03183531561316e+17,1.0318889391671e+17,0.3229,1,0,0,1,0,1,0,0.297802,500007,2681177697144.0,6,B2
10000001,20000011,30000076,Tidacha,-9.66661314253909e+16,6.5065656728686e+16,-5.62087714810792e+16,-9.66665481157301e+16,-9.66621321759174e+16,6.50654428972098e+16,6.50656792897516e+16,5.62081503680832e+16,5.62105546118924e+16,0.1989,1,0,0,1,0,0,0,0.820099,500007,2207969906304.0,3798,B
10000001,20000011,30000077,Odlib,-1.00580464528326e+17,6.17117475199744e+16,-5.59837849476677e+16,-1.00581029908479e+17,-1.00578598711729e+17,6.17115630510082e+16,6.17118034180185e+16,5.59801493838416e+16,5.59852102546756e+16,0.2979,0,0,0,1,0,0,0,0.824517,500007,2530435416980.0,3799,B
10000001,20000011,30000078,Jofan,-1.07343994369715e+17,6.01532485766349e+16,-5.55595571021433e+16,-1.07347690498255e+17,-1.073436080683e+17,6.01532437635929e+16,6.01532945824528e+16,5.55535926510257e+16,5.5560560729688e+16,0.4978,0,0,1,0,0,0,0,0.779548,500007,3484039331156.0,3797,B
10000001,20000011,30000079,Milu,-9.60660937674658e+16,6.83047065305403e+16,-6.00428195134436e+16,-9.60680895900039e+16,-9.60654262146358e+16,6.83046856403497e+16,6.83047689787572e+16,6.00412781629265e+16,6.00452962633086e+16,0.01022,0,1,0,0,0,0,0,0.769625,500007,2009050191076.0,3800,B
10000001,20000011,30000080,Yadi,-1.07977718946196e+17,6.12863666360399e+16,-6.01416070084735e+16,-1.07978277359013e+17,-1.07972629880948e+17,6.12863052588917e+16,6.12869259785637e+16,6.01411541326076e+16,6.01444683622371e+16,0.214,0,0,0,1,0,0,0,0.750268,500007,2823739032304.0,3798,B
10000001,20000011,30000081,Buftiar,-1.12289887271664e+17,6.59240249707374e+16,-5.78193725489056e+16,-1.12294657881129e+17,-1.12289445532104e+17,6.59232104010564e+16,6.59241006827924e+16,5.7819364971024e+16,5.78254195821591e+16,0.3825,0,1,0,0,0,0,0,0.708741,500007,3027305567524.0,7,B1
10000001,20000012,30000082,Jarizza,-9.9552082879405e+16,4.83862957217659e+16,-6.52665320138424e+16,-9.95532538057708e+16,-9.95463095841328e+16,4.83862421661732e+16,4.83865602478284e+16,6.52644569765005e+16,6.52696820715076e+16,0.3238,0,0,0,1,0,0,0,0.765431,500007,3472110818984.0,6,B
10000001,20000012,30000083,Ejahi,-1.06306688887847e+17,5.97315333767649e+16,-6.55130666984089e+16,-1.06308117314637e+17,-1.06306529121288e+17,5.97313623070844e+16,5.97315525257907e+16,6.55126096265971e+16,6.55133361822025e+16,0.01668,0,0,1,0,0,0,0,0.72891,500007,794096674264.0,3802,B1
10000001,20000012,30000084,Asghatil,-9.55558314894629e+16,4.33534138656864e+16,-6.14057455879477e+16,-9.55574622647429e+16,-9.55554730649249e+16,4.33533310875462e+16,4.3353432218139e+16,6.14053408249959e+16,6.14065358801956e+16,0.04094,1,0,0,1,0,0,0,0.794778,500007,994599909008.0,3802,B
10000001,20000012,30000085,Bar,-9.84431071728107e+16,5.41542236889396e+16,-7.42721363095167e+16,-9.84467998083312e+16,-9.84418580448698e+16,5.41537784870857e+16,5.41543743236585e+16,7.42710141818105e+16,7.42776553409083e+16,0.2758,1,0,0,1,0,0,0,0.665838,500007,3320579548912.0,3802,B1
10000001,20000012,30000086,Sucha,-1.0627609183753e+17,5.2625499381688e+16,-7.20854219908485e+16,-1.06277956580215e+17,-1.06272538208504e+17,5.26253245910005e+16,5.26258328813918e+16,7.20843125662253e+16,7.20905953952856e+16,0.2355,0,0,1,0,0,0,0,0.658265,500007,3141414530152.0,3802,B1
